id_doc;community;weight;AU;PY;TI;SO;DE
RODRIGUEZ-MURILLO JC, 2015, SCI TOTAL ENVIRON;NA;1,000000000000000;"RODRIGUEZ-MURILLO JC;ZOBRIST J;FILELLA M";2015;TEMPORAL TRENDS IN ORGANIC CARBON CONTENT IN THE MAIN SWISS RIVERS, 1974-2010;SCIENCE OF THE TOTAL ENVIRONMENT;"RIVERS; SWITZERLAND; CARBON CYCLE; DOC; TOC; TEMPORAL TRENDS"
RAYNAL O, 2010, BULL SOC GEOL FR;NA;1,000000000000000;"RAYNAL O;BOUCHETTE F;CERTAIN P;LOFI J;SERANNE M;DEZILEAU L;BRIQUEU L;FERRER P;COURP T";2010;HOLOCENE EVOLUTION OF A LANGUEDOCIAN LAGOONAL ENVIRONMENT CONTROLLED BY INHERITED COASTAL MORPHOLOGY (NORTHERN GULF OF LIONS, FRANCE);BULLETIN DE LA SOCIETE GEOLOGIQUE DE FRANCE;"LAGOONAL ENVIRONMENT; WAVE-DRIVEN LITTORAL; TRANSGRESSION; POST-GLACIAL; DEPOSITS; GULF OF LIONS; HOLOCENE; INCISED VALLEY"
BARRATSEGRETAIN MH, 1996, AQUAT BOT;c1;1,000000000000000;BARRATSEGRETAIN MH;1996;GERMINATION AND COLONISATION DYNAMICS OF NUPHAR LUTEA (L) SM IN A FORMER RIVER CHANNEL;AQUATIC BOTANY;"GERMINATION; COLONISATION; DISTURBANCE; VEGETATIVE REPRODUCTION; SEXUAL; REPRODUCTION; NUPHAR LUTEA (L) SM"
BLAVOUX B, 2004, C R GEOSCI;NA;1,000000000000000;"BLAVOUX B;GILLI E;ROUSSET C";2004;WATERSHED AND ORIGIN OF THE SALINITY OF THE KARSTIC SUBMARINE SPRING OF PORT-MIOU;COMPTES RENDUS GEOSCIENCE;"SUBMARINE SPRING; PORT-MIOU; SALINITY; CATCHMENT AREA; LOWER-PROVENCE; KARST; FRANCE"
BERNY P, 2002, ENVIRON TOXICOL CHEM;NA;1,000000000000000;"BERNY P;SADOUL N;DOL S;VIDEMAN B;KAYSER H";2002;IMPACT OF LOCAL AGRICULTURAL AND INDUSTRIAL PRACTICES ON ORGANIC CONTAMINATION OF LITTLE EGRET (EGRETTA GARZETTA) EGGS IN THE RHONE DELTA, SOUTHERN FRANCE;ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY;"EGRETTA GARZETTA; POLYCHLORINATED BIPHENYLS; POLLUTION; CAMARGUE; WETLANDS"
DAYON G, 2018, C R GEOSCI;NA;1,000000000000000;"DAYON G;BOE J;MARTIN E;GAILHARD J";2018;IMPACTS OF CLIMATE CHANGE ON THE HYDROLOGICAL CYCLE OVER FRANCE AND ASSOCIATED UNCERTAINTIES;COMPTES RENDUS GEOSCIENCE;"CLIMATE CHANGE; IMPACTS; FRANCE; REGIONAL HYDROLOGY; HYDROLOGICAL CYCLE; CHANGES"
OUILLON S, 2005, OPT EXPRESS;c2;1,000000000000000;"OUILLON S;PETRENKO AA";2005;ABOVE-WATER MEASUREMENTS OF REFLECTANCE AND CHLOROPHYLL-A ALGORITHMS IN THE GULF OF LIONS, NW MEDITERRANEAN SEA;OPTICS EXPRESS;NA
PENNINO MG, 2020, FRONT MAR SCI;NA;1,000000000000000;"PENNINO MG;COLL M;ALBO-PUIGSERVER E;STEENBEEK J;GIRALDEZ M;ESTEBAN A;BELLIDO JM";2020;CURRENT AND FUTURE INFLUENCE OF ENVIRONMENTAL FACTORS ON SMALL PELAGIC FISH DISTRIBUTIONS IN THE NORTHWESTERN MEDITERRANEAN SEA;FRONTIERS IN MARINE SCIENCE;"CLIMATE CHANGES; CLIMATE REFUGES; FUTURES SCENARIOS; NW MEDITERRANEAN; SMALL PELAGIC FISHES; SPECIES DISTRIBUTION MODEL"
CRIVELLI AJ, 2008, HYDROBIOLOGIA;NA;0,733333333333333;"CRIVELLI AJ;AUPHAN N;CHAUVELON P;SANDOZ JY;POIZAT G";2008;GLASS EEL RECRUITMENT, ANGUILLA ANGUILLA (L.), IN A MEDITERRANEAN LAGOON ASSESSED BY A GLASS EEL TRAP: FACTORS EXPLAINING THE CATCHES;HYDROBIOLOGIA;"GLASS EEL TRAP; CATCHES DYNAMICS; ENVIRONMENTAL FACTORS"
BENOIT R, 2003, HYDROL EARTH SYST SCI;NA;1,000000000000000;"BENOIT R;KOUWEN N;YU W;CHAMBERLAND S;PELLERIN P";2003;HYDROMETEOROLOGICAL ASPECTS OF THE REAL-TIME ULTRAFINESCALE FORECAST SUPPORT DURING THE SPECIAL OBSERVING PERIOD OF THE MAP;HYDROLOGY AND EARTH SYSTEM SCIENCES;"MESOSCALE ATMOSPHERIC MODEL; HYDROLOGICAL MODEL; FLOOD FORECASTING; ALPS"
MORAND A, 1997, COMPTES RENDUS ACAD SCI SER III-SCI VIE-LIFE SCI;c8;1,000000000000000;"MORAND A;JOLY P;GROLET O";1997;PHENOTYPIC VARIATION IN METAMORPHOSIS IN FIVE ANURAN SPECIES ALONG A GRADIENT OF STREAM INFLUENCE;COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE III-SCIENCES DE LA VIE-LIFE SCIENCES;"COMPLEX LIFE CYCLE; METAMORPHIC STRATEGIES; PHENOTYPIC PLASTICITY; PHYLOGENETIC CONSTRAINTS; UNPREDICTABLE ENVIRONMENT"
FONTANA C, 2009, CONT SHELF RES;c2;0,700000000000000;"FONTANA C;GRENZ C;PINAZO P;DIAZ F";2009;ASSIMILATION OF SEAWIFS CHLOROPHYLL DATA INTO A 3D-COUPLED PHYSICAL-BIOGEOCHEMICAL MODEL APPLIED TO A FRESHWATER-INFLUENCED COASTAL ZONE;CONTINENTAL SHELF RESEARCH;"DATA ASSIMILATION; KALMAN FILTER; REMOTE SENSING; EUTROPHICATION"
GELIN A, 2001, J CRUSTAC BIOL;NA;1,000000000000000;"GELIN A;CRIVELLI AJ;ROSECCHI E;KERAMBRUN P";2001;CAN SALINITY CHANGES AFFECT REPRODUCTIVE SUCCESS IN THE BROWN SHRIMP CRANGON CRANGON?;JOURNAL OF CRUSTACEAN BIOLOGY;NA
SOULIGNAC F, 2018, J GT LAKES RES;NA;1,000000000000000;"SOULIGNAC F;DANIS PA;BOUFFARD V;DAMBRINE E;GUENAND Y;HARMEL T;IBELINGS BW;TREVISAN R;ANNEVILLE O";2018;USING 3D MODELING AND REMOTE SENSING CAPABILITIES FOR A BETTER UNDERSTANDING OF SPATIO-TEMPORAL HETEROGENEITIES OF PHYTOPLANKTON ABUNDANCE IN LARGE LAKES;JOURNAL OF GREAT LAKES RESEARCH;"3D MODELING; REMOTE SENSING; CHLOROPHYLL-ALPHA; SPATIO-TEMPORAL; HETEROGENEITY; LAKE GENEVA; DELFT3D"
LETOURNEUR Y, 2001, OCEANOL ACTA;c4;1,000000000000000;"LETOURNEUR Y;DARNAUDE A;SALEN-PICARD C;HARMELIN-VIVIEN M";2001;SPATIAL AND TEMPORAL VARIATIONS OF FISH ASSEMBLAGES IN A SHALLOW MEDITERRANEAN SOFT-BOTTOM AREA (GULF OF FOS, FRANCE);OCEANOLOGICA ACTA;"DEMERSAL ICHTHYOFAUNA; GOBIIDAE; PLEURONECTIFORMS; SPATIAL DISTRIBUTION; TEMPORAL VARIATIONS"
VAZQUEZ-TARRIO D, 2019, SCI TOTAL ENVIRON;c5;0,700000000000000;"VAZQUEZ-TARRIO D;TAL M;CAMENEN B;PIEGAY H";2019;EFFECTS OF CONTINUOUS EMBANKMENTS AND SUCCESSIVE RUN-OF-THE-RIVER DAMS ON BEDLOAD TRANSPORT CAPACITIES ALONG THE RHONE RIVER, FRANCE;SCIENCE OF THE TOTAL ENVIRONMENT;"BEDLOAD; RHONE RIVER; DAMS; RIVER EMBANKMENT; SEDIMENT TRANSPORT"
OMNES P, 1996, MAR ECOL-PROG SER;c2;0,800000000000000;"OMNES P;SLAWYK G;GARCIA N;BONIN P";1996;EVIDENCE OF DENITRIFICATION AND NITRATE AMMONIFICATION IN THE RIVER RHONE PLUME (NORTHWESTERN MEDITERRANEAN SEA);MARINE ECOLOGY PROGRESS SERIES;"NITRATE AMMONIFICATION; DENITRIFICATION; N-15; WATER COLUMN; MEDITERRANEAN SEA"
PUJO-PAY M, 2006, MAR ECOL-PROG SER;NA;0,523809523809524;"PUJO-PAY M;CONAN P;JOUX F;ORIOL L;NAUDIN JJ;CAUWET G";2006;IMPACT OF PHYTOPLANKTON AND BACTERIAL PRODUCTION ON NUTRIENT AND DOM UPTAKE IN THE RHONE RIVER PLUME (NW MEDITERRANEAN);MARINE ECOLOGY PROGRESS SERIES;"RHONE RIVER PLUME; DILUTION AREA; ESTUARIES; NUTRIENT UPTAKE; DOM; UPTAKE; PRIMARY PRODUCTION; BACTERIAL PRODUCTION"
ZEBRACKI M, 2015, SCI TOTAL ENVIRON;c5;0,750000000000000;"ZEBRACKI M;EYROLLE-BOYER F;EVRARD D;MOURIER B;GAIROARD S;CAGNAT X;ANTONELLI C";2015;TRACING THE ORIGIN OF SUSPENDED SEDIMENT IN A LARGE MEDITERRANEAN RIVER BY COMBINING CONTINUOUS RIVER MONITORING AND MEASUREMENT OF ARTIFICIAL AND NATURAL RADIONUCLIDES;SCIENCE OF THE TOTAL ENVIRONMENT;"RHONE RIVER; RADIONUCLIDES; FINGERPRINTING; SUSPENDED SEDIMENT; SEDIMENT; ORIGIN"
LAMOUROUX N, 2015, FRESHW BIOL-a;NA;0,666666666666667;"LAMOUROUX N;OLIVIER JM";2015;TESTING PREDICTIONS OF CHANGES IN FISH ABUNDANCE AND COMMUNITY STRUCTURE AFTER FLOW RESTORATION IN FOUR REACHES OF A LARGE RIVER (FRENCH RHONE);FRESHWATER BIOLOGY;"ECOHYDRAULICS; ECOHYDROLOGY; ENVIRONMENTAL FLOWS; HABITAT MODEL; MINIMUM; FLOW"
MORIARTY JM, 2017, BIOGEOSCIENCES;c6;1,000000000000000;"MORIARTY JM;HARRIS CK;FENNEL MAM;XU K;RABOUILLE C";2017;THE ROLES OF RESUSPENSION, DIFFUSION AND BIOGEOCHEMICAL PROCESSES ON OXYGEN DYNAMICS OFFSHORE OF THE RHONE RIVER, FRANCE: A NUMERICAL MODELING STUDY;BIOGEOSCIENCES;NA
PAGES M, 2009, CONSERV GENET;c4;1,000000000000000;"PAGES M;DESSE-BERSET N;TOUGARD L;HAENNI C;BERREBI P";2009;HISTORICAL PRESENCE OF THE STURGEON ACIPENSER STURIO IN THE RHONE BASIN DETERMINED BY THE ANALYSIS OF ANCIENT DNA CYTOCHROME B SEQUENCES;CONSERVATION GENETICS;"ACIPENSER STURIO; ANCIENT DNA; CONSERVATION GENETICS; SPECIES; ASSIGNMENT; RHONE RIVER; PROTOHISTORY"
GENSOUS B, 2003, BULL SOC GEOL FR;NA;1,000000000000000;"GENSOUS B;TESSON M";2003;ANALYSIS OF THE POSTGLACIAL DEPOSITS OF THE RHONE SHELF (GOLFE DU LION). IMPLEMENTATION TO THE STUDY OF THE LATE QUATERNARY DEPOSITIONAL SEQUENCES;BULLETIN DE LA SOCIETE GEOLOGIQUE DE FRANCE;"SEQUENCE STRATIGRAPHY; POSTGLACIAL; PLEISTOCENE; CONTINENTAL SHELF; RHONE (FRANCE)"
LAFONT M, 2006, HYDROBIOLOGIA;NA;1,000000000000000;"LAFONT M;VIVIER A";2006;OLIGOCHAETE ASSEMBLAGES IN THE HYPORHEIC ZONE AND COARSE SURFACE SEDIMENTS: THEIR IMPORTANCE FOR UNDERSTANDING OF ECOLOGICAL FUNCTIONING OF WATERCOURSES;HYDROBIOLOGIA;"RUNNING WATERS; COARSE SEDIMENTS; HYPORHEIC ZONE; OLIGOCHAETA"
DELHON C, 2005, VEG HIST ARCHAEOBOT;NA;1,000000000000000;"DELHON C;THIEBAULT S";2005;THE MIGRATION OF BEECH (FAGUS SYLVATICA L.) UP THE RHONE: THE MEDITERRANEAN HISTORY OF A ``MOUNTAIN'' SPECIES;VEGETATION HISTORY AND ARCHAEOBOTANY;"FAGUS SYLVATICA; LATEGLACIAL; HOLOCENE; CHARCOAL; RHONE VALLEY"
CLARET C, 2001, CAN J FISH AQUAT SCI;c1;1,000000000000000;"CLARET C;BOULTON AJ;DOLE-OLIVIER MJ;MARMONIER P";2001;FUNCTIONAL PROCESSES VERSUS STATE VARIABLES: INTERSTITIAL ORGANIC MATTER PATHWAYS IN FLOODPLAIN HABITATS;CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES;NA
PAGANO A, 2001, ECOSCIENCE;c8;1,000000000000000;"PAGANO A;JOLY P;PLENET S;LEHMAN A;GROLET O";2001;BREEDING HABITAT PARTITIONING IN THE RANA ESCULENTA COMPLEX: THE INTERMEDIATE NICHE HYPOTHESIS SUPPORTED;ECOSCIENCE;"HYBRID ZONE; RANA ESCULENTA; HYBRIDOGENESIS; ECOLOGICAL NICHE; FLOODPLAINS"
SALVADO JA, 2013, PROG OCEANOGR;c3;0,761904761904762;"SALVADO JA;GRIMALT JO;LOPEZ JF;DE MADRON XD;PASQUAL C;CANALS M";2013;DISTRIBUTION OF ORGANOCHLORINE COMPOUNDS IN SUPERFICIAL SEDIMENTS FROM THE GULF OF LION, NORTHWESTERN MEDITERRANEAN SEA;PROGRESS IN OCEANOGRAPHY;NA
GRABOWSKI M, 2007, AQUAT INVASIONS;c1;1,000000000000000;"GRABOWSKI M;BACELA K;WATTIER R";2007;DIKEROGAMMARUS VILLOSUS (SOWINSKY, 1894) ( CRUSTACEA, AMPHIPODA) COLONIZES NEXT ALPINE LAKE - LAC DU BOURGET, FRANCE;AQUATIC INVASIONS;"DIKEROGAMMARUS VILLOSUS; BIOLOGICAL INVASIONS; ALIEN SPECIES; ALPINE; LAKES"
MOREIRA-TURCQ PF, 2001, HYDROBIOLOGIA;NA;0,666666666666667;"MOREIRA-TURCQ PF;CAUWET G;MARTIN JM";2001;CONTRIBUTION OF FLOW CYTOMETRY TO ESTIMATE PICOPLANKTON BIOMASS IN ESTUARINE SYSTEMS;HYDROBIOLOGIA;"PICOPLANKTON BIOMASS; CELLS ABUNDANCE; FLOW CYTOMETRY; ESTUARIES"
ROCHE H, 2009, ENVIRON POLLUT;NA;1,000000000000000;"ROCHE H;VOLLAIRE Y;PERSIC A;BUET C;COULET E;BANAS D;RAMADE F";2009;ORGANOCHLORINES IN THE VACCARES LAGOON TROPHIC WEB (BIOSPHERE RESERVE OF CAMARGUE, FRANCE);ENVIRONMENTAL POLLUTION;"ORGANOCHLORINES; AQUATIC TROPHIC WEB; BIOSPHERE RESERVE OF CAMARGUE; BIOMAGNIFICATION"
AOUADENE A, 2008, ENVIRON MOL MUTAGEN;NA;0,916666666666667;"AOUADENE A;DI GIORGIO C;SARRAZIN L;MOREAU X;DE JONG L;GARCIA F;THIERY A;DE MEO M";2008;EVALUATION OF THE GENOTOXICITY OF RIVER SEDIMENTS FROM INDUSTRIALIZED AND UNAFFECTED AREAS USING A BATTERY OF SHORT-TERM BIOASSAYS;ENVIRONMENTAL AND MOLECULAR MUTAGENESIS;"SEDIMENT; RIVER; GENOTOXICITY; SALMONELLA MUTAGENICITY TEST; MICRONUCLEUS ASSAY; COMET ASSAY; PAHS; POLLUTION"
CAPDERREY C, 2013, FRESHW SCI;c1;0,733333333333333;"CAPDERREY C;DATRY T;FOULQUIER A;CLARET C;MALARD F";2013;INVERTEBRATE DISTRIBUTION ACROSS NESTED GEOMORPHIC FEATURES IN BRAIDED-RIVER LANDSCAPES;FRESHWATER SCIENCE;"GROUNDWATER-SURFACE WATER INTERACTIONS; STREAM HIERARCHY; GEOMORPHOLOGY; BRAIDED RIVERS; HYPORHEIC ZONE; BENTHIC AND HYPORHEIC INVERTEBRATES; TEMPERATURE; PARTICULATE ORGANIC CARBON"
FROMONT A, 2012, MULT SCLER J;NA;1,000000000000000;"FROMONT A;BINQUET C;SAULEAU EA;FOURNEL R;ROLLOT F;WEILL A;CLERC C;MOREAU T";2012;NATIONAL ESTIMATE OF MULTIPLE SCLEROSIS INCIDENCE IN FRANCE (2001-2007);MULTIPLE SCLEROSIS JOURNAL;"MULTIPLE SCLEROSIS; INCIDENCE; GEOGRAPHICAL VARIATIONS; FRANCE"
PAILLEX A, 2015, FRESHW BIOL;c1;1,000000000000000;"PAILLEX A;CASTELLA E;ZU ERMGASSEN PSE;ALDRIDGE DC";2015;TESTING PREDICTIONS OF CHANGES IN ALIEN AND NATIVE MACROINVERTEBRATE COMMUNITIES AND THEIR INTERACTION AFTER THE RESTORATION OF A LARGE RIVER FLOODPLAIN (FRENCH RHONE);FRESHWATER BIOLOGY;"BENTHIC INVERTEBRATES; HYDROLOGICAL RESTORATION; LATERAL CONNECTIVITY; PREDICTIVE MODELS; RHONE RIVER"
HIGUERAS M, 2014, BIOGEOSCIENCES;c3;0,785714285714286;"HIGUERAS M;KERHERVE P;SANCHEZ-VIDAL A;CALAFAT W;VERDOIT-JARRAYA M;HEUSSNER S;CANALS M";2014;BIOGEOCHEMICAL CHARACTERIZATION OF THE RIVERINE PARTICULATE ORGANIC MATTER TRANSFERRED TO THE NW MEDITERRANEAN SEA;BIOGEOSCIENCES;NA
SOUCHU P, 1997, ESTUAR COAST SHELF SCI;NA;1,000000000000000;"SOUCHU P;GASC A;CAHET G;VAQUER A;COLLOS JM";1997;BIOGEOCHEMICAL COMPOSITION OF MEDITERRANEAN WATERS OUTSIDE THAU LAGOON;ESTUARINE COASTAL AND SHELF SCIENCE;"NITROGEN; PHOSPHORUS; BIOGEOCHEMISTRY; MEDITERRANEAN; GULF OF LIONS; THAU"
FRANQUET E, 1999, HYDROBIOLOGIA;c1;1,000000000000000;FRANQUET E;1999;CHIRONOMID ASSEMBLAGE OF A LOWER-RHONE DIKE FIELD: RELATIONSHIPS BETWEEN SUBSTRATUM AND BIODIVERSITY;HYDROBIOLOGIA;"DIPTERA; CHIRONOMIDAE; PUPAL EXUVIAE; RHONE RIVER; SPATIAL; HETEROGENEITY; MICROHABITATS; DIVERSITY; BIOLOGICAL TRAITS"
COSSA D, 2017, GEOCHIM COSMOCHIM ACTA;c6;0,750000000000000;"COSSA D;DE MADRON XD;SCHAFER L;GUEDRON S;BUSCAIL B;CASTELLE S;NAUDIN JJ";2017;THE OPEN SEA AS THE MAIN SOURCE OF METHYLMERCURY IN THE WATER COLUMN OF THE GULF OF LIONS (NORTHWESTERN MEDITERRANEAN MARGIN);GEOCHIMICA ET COSMOCHIMICA ACTA;"MERCURY; METHYLMERCURY; OCEAN MARGIN; COASTAL AREA; MEDITERRANEAN"
HENOCQUE Y, 2003, MAR POLLUT BULL;c6;1,000000000000000;"HENOCQUE Y;ANDRAL B";2003;THE FRENCH APPROACH TO MANAGING WATER RESOURCES IN THE MEDITERRANEAN AND THE NEW EUROPEAN WATER FRAMEWORK DIRECTIVE;MARINE POLLUTION BULLETIN;"INTEGRATED MANAGEMENT; RIVER BASIN; COASTAL ZONE; QUALITY ASSESSMENT; INDICATORS"
GIBERT J, 1995, CAN J FISH AQUAT SCI;c1;0,900000000000000;"GIBERT J;MARMONIER P;VANEK V;PLENET S";1995;HYDROLOGICAL EXCHANGE AND SEDIMENT CHARACTERISTICS IN A RIVERBANK: RELATIONSHIP BETWEEN HEAVY METALS AND INVERTEBRATE COMMUNITY STRUCTURE;CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES;NA
LE COZ J, 2016, J HYDRAUL ENG-ASCE;c9;1,000000000000000;"LE COZ J;BLANQUART B;POBANZ K;DRAMAIS G;HAUET A;DESPAX A";2016;ESTIMATING THE UNCERTAINTY OF STREAMGAUGING TECHNIQUES USING IN SITU COLLABORATIVE INTERLABORATORY EXPERIMENTS;JOURNAL OF HYDRAULIC ENGINEERING;"INTERLABORATORY EXPERIMENTS; HYDROMETRY; UNCERTAINTY ANALYSIS; STREAM; GAUGING; APPLICATION TO THE HYDRO-ACOUSTIC PROFILER (ADCP)"
BELLETTI B, 2013, HYDROBIOLOGIA;c1;1,000000000000000;"BELLETTI B;DUFOUR S;PIEGAY H";2013;REGIONAL VARIABILITY OF AQUATIC PATTERN IN BRAIDED REACHES (EXAMPLE OF THE FRENCH RHONE BASIN);HYDROBIOLOGIA;"BRAIDED RIVERS; AQUATIC PATCH; HABITAT DIVERSITY; REGIONAL SCALE; HIGH; RESOLUTION REMOTE SENSING; AIRBORNE ORTHOPHOTOS"
FIORE J, 2011, QUAT SCI REV;c7;1,000000000000000;"FIORE J;GIRARDCLOS S;PUGIN A;GORIN G;WILDI W";2011;WURMIAN DEGLACIATION OF WESTERN LAKE GENEVA (SWITZERLAND) BASED ON SEISMIC STRATIGRAPHY;QUATERNARY SCIENCE REVIEWS;"SEISMIC STRATIGRAPHY; SEQUENCE STRATIGRAPHY; GLACIAL DEPOSITS; PROGLACIAL; ESKER; PUSH MORAINE; FJORD LAKE; PERIALPINE LAKE; LAKE; GENEVA; QUATERNARY; RHONE GLACIER"
ASTRADE L, 2011, GEOMORPHOLOGY;c1;1,000000000000000;"ASTRADE L;JACOB-ROUSSEAU N;BRAVARD F;SIMAC L";2011;DETAILED CHRONOLOGY OF MID-ALTITUDE FLUVIAL SYSTEM RESPONSE TO CHANGING CLIMATE AND SOCIETIES AT THE END OF THE LITTLE ICE AGE (SOUTHWESTERN ALPS AND CEVENNES, FRANCE);GEOMORPHOLOGY;"LANDSCAPE EVOLUTION; LITTLE ICE AGE; BEDLOAD; DENDROCHRONOLOGY; LICHENOMETRY; SOUTHERN FRANCE"
TESSON M, 2005, MAR GEOL;NA;1,000000000000000;"TESSON M;LABAUNE C;GENSOUS B";2005;SMALL RIVERS CONTRIBUTION TO THE QUATERNARY EVOLUTION OF A MEDITERRANEAN LITTORAL SYSTEM: THE WESTERN GULF OF LION, FRANCE;MARINE GEOLOGY;"INCISED VALLEY FILL; LATE-QUATEMARY; LAND/SEA CORRELATION; HIGH; RESOLUTION SEISMIC"
PRICE D, 1998, ANAL CHIM ACTA-a;NA;1,000000000000000;"PRICE D;FAUZI R;MANTOURA C;WORSFOLD PJ";1998;SHIPBOARD DETERMINATION OF HYDROGEN PEROXIDE IN THE WESTERN MEDITERRANEAN SEA USING FLOW INJECTION WITH CHEMILUMINESCENCE DETECTION;ANALYTICA CHIMICA ACTA;"SHIPBOARD FLOW INJECTION; HYDROGEN PEROXIDE; SEAWATER; WESTERN; MEDITERRANEAN SEA"
KNISPEL S, 2006, J N AM BENTHOL SOC;c7;1,000000000000000;"KNISPEL S;SARTORI M;BRITTAIN JE";2006;EGG DEVELOPMENT IN THE MAYFLIES OF A SWISS GLACIAL FLOODPLAIN;JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY;"EMBRYONIC DEVELOPMENT; EGG REARING; INCUBATION PERIOD; DEGREE-DAYS; DEMAND; HATCHING; GLACIAL STREAMS; LOW TEMPERATURE; RHONE; SWISS ALPS; BAETIS ALPINUS; RHITHROGENA NIVATA; ECDYONURUS PICTETI"
GIREL J, 1998, BIOL CONSERV;c1;1,000000000000000;"GIREL J;MANNEVILLE O";1998;PRESENT SPECIES RICHNESS OF PLANT COMMUNITIES IN ALPINE STREAM CORRIDORS IN RELATION TO HISTORICAL RIVER MANAGEMENT;BIOLOGICAL CONSERVATION;"LAND-USE HISTORY; HYDROSYSTEMS; FLCODPLAIN; DISTURBANCE; FRAGMENTATION; COLONIZATION; CONSERVATION; ALPS"
CRESSON P, 2015, SCI TOTAL ENVIRON;c4;0,964285714285714;"CRESSON P;BOUCHOUCHA M;MORAT F;MIRALLES F;CHAVANON F;LOIZEAU V;COSSA D";2015;A MULTITRACER APPROACH TO ASSESS THE SPATIAL CONTAMINATION PATTERN OF HAKE (MERLUCCIUS MERLUCCIUS) IN THE FRENCH MEDITERRANEAN;SCIENCE OF THE TOTAL ENVIRONMENT;"HG; MEDITERRANEAN; MERLUCCIUS MERLUCCIUS; MULTIPLE ECOTRACERS; PCB"
CREGUT-BONNOURE E, 2010, QUATERNAIRE;NA;1,000000000000000;"CREGUT-BONNOURE E;BOULBES N;DAUJEARD P;VALENSI P";2010;NEW DATA ON THE LARGE MAMMALS FAUNA FROM THE EEMIAN IN THE SOUTHEAST OF FRANCE;QUATERNAIRE;"EEMIAN; SOUTHEAST FRANCE; LARGE MAMMALS; BIOCHRONOLOGY; FAUNAL EVOLUTION"
DELATTRE H, 2015, ATMOS CHEM PHYS;NA;1,000000000000000;"DELATTRE H;VALLET-COULOMB C;SONZOGNI C";2015;DEUTERIUM EXCESS IN THE ATMOSPHERIC WATER VAPOUR OF A MEDITERRANEAN COASTAL WETLAND: REGIONAL VS. LOCAL SIGNATURES;ATMOSPHERIC CHEMISTRY AND PHYSICS;NA
BURRUS D, 1990, HYDROL PROCESS;c7;1,000000000000000;"BURRUS D;THOMAS RL;DOMINIK B;VERNET JP;DOMINIK J";1990;CHARACTERISTICS OF SUSPENDED SEDIMENT IN THE UPPER RHONE RIVER, SWITZERLAND, INCLUDING THE PARTICULATE FORMS OF PHOSPHORUS;HYDROLOGICAL PROCESSES;NA
LANSARD B, 2007, SCI TOTAL ENVIRON;c6;0,666666666666667;"LANSARD B;CHARMASSON S;GASCO C;ANTON MP;GRENZ C;ARNAUD M";2007;SPATIAL AND TEMPORAL VARIATIONS OF PLUTONIUM ISOTOPES (PU-238 AND PU-239,PU-240) IN SEDIMENTS OFF THE RHONE RIVER MOUTH (NW MEDITERRANEAN);SCIENCE OF THE TOTAL ENVIRONMENT;"PLUTONIUM; MARINE SEDIMENT; CONTAMINANT DISPERSION; RHONE RIVER; GULF OF; LIONS; MEDITERRANEAN SEA"
NAUDIN JJ, 1997, DEEP-SEA RES PART II-TOP STUD OCEANOGR;c2;1,000000000000000;"NAUDIN JJ;CAUWET G";1997;TRANSFER MECHANISMS AND BIOGEOCHEMICAL IMPLICATIONS IN THE BOTTOM NEPHELOID LAYER. A CASE STUDY OF THE COASTAL ZONE OFF THE RHONE RIVER (FRANCE);DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY;NA
MOUTHON J, 2001, ARCH HYDROBIOL;c1;1,000000000000000;MOUTHON J;2001;LIFE CYCLE AND POPULATION DYNAMICS OF THE ASIAN CLAM CORBICULA FLUMINEA (BIVALVIA : CORBICULIDAE) IN THE RHONE RIVER AT CREYS-MALVILLE (FRANCE);ARCHIV FUR HYDROBIOLOGIE;"INVASIVE BIVALVES; NEOZOANS; HYDROELECTRIC SCHEME; HYDRAULIC STRESS"
GRIMARDIAS D, 2017, J ENVIRON MANAGE;c9;1,000000000000000;"GRIMARDIAS D;GUILLARD J;CATTANEO F";2017;DRAWDOWN FLUSHING OF A HYDROELECTRIC RESERVOIR ON THE RHONE RIVER: IMPACTS ON THE FISH COMMUNITY AND IMPLICATIONS FOR THE SEDIMENT MANAGEMENT;JOURNAL OF ENVIRONMENTAL MANAGEMENT;"HYDROPOWER RESERVOIR; ENVIRONMENTAL IMPACT; HYDROACOUSTIC; RADIOTELEMETRY; MOVEMENT; SEDIMENT MANAGEMENT STRATEGIES"
DIAZ F, 2008, CONT SHELF RES;c2;1,000000000000000;"DIAZ F;NAUDIN JJ;COURTIES P;ORIOL L";2008;BIOGEOCHEMICAL AND ECOLOGICAL FUNCTIONING OF THE LOW-SALINITY WATER LENSES IN THE REGION OF THE RHONE RIVER FRESHWATER INFLUENCE, NW MEDITERRANEAN SEA;CONTINENTAL SHELF RESEARCH;"NW MEDITERRANEAN; RHONE RIVER; ROFI; LOW-SALINITY WATER LENSES; MICROBIAL FOOD WEB; NUTRIENTS/ORGANIC MATTER EXPORT"
